UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3
105659,1,1,-2,0,0,0,2,-2,-2,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,6,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
105668,1,1,-2,1,1,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
105677,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,6,"R",50,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
105701,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,2,0,0,0,0,1,"A",.,2 ,0 ,0 ,1
105747,1,1,-2,1,0,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,0,0,0,1,1,0,1,0,0,-2,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,2,"R",6,2 ,1 ,0 ,0
105792,1,1,-2,1,0,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,0,1,1,0,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
105899,0,1,0,0,0,0,4,-2,-2,88,0,0,1,0,1,0,0,0,0,0,0,0,2,1,2,1,2,1,3,1,1,3,2,"R",157,"R",153,"R",103,"R",118,"R",44,"R",51,"R",1,"R",0,2,"R",50,"R",52,"R",42,"R",44,"R",450,"R",580,"R",450,"R",578,"B",.,"B",.,"R",19,"R",25,"R",19,"R",25,"R",18,"R",24,"B",.,"B",.,1,1,1,0,1,0,0,1,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,1,0,2,-2,1,302,1,302,1,302,1,"R",30,"A",.,1,1,2,1,1,2,-2,-2,2,1,"R",246,1,"R",19,"R",4670,"R",3350,"A",.,2,"R",45,"R",51,"R",96,"R",310,"R",221,"R",95,"R",1,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
105987,1,0,-2,0,0,0,2,-2,-2,-2,1,0,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",40,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
106041,1,0,-2,0,0,0,2,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,7,"R",75,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,0,1,0,1,"A",.,2 ,0 ,0 ,1
106102,0,1,0,0,0,0,2,-2,-2,-2,0,1,1,0,1,0,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,0,0,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,5,"R",25,"R",25,1,1,1,2,2,2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,1,1,0,1,"A",.,2 ,1 ,1 ,0
106111,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106148,1,1,-2,1,1,0,1,4,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,0,1,0,1,1,1,1,0,0,-2,1,1,1,0,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,1,"R",372,2,"A",.,"A",.,"A",.,"R",6282,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
106245,1,1,1,0,1,1,1,2,0,-2,1,0,1,0,1,1,1,1,0,1,1,0,2,1,3,1,1,3,3,1,1,3,2,"R",926,"R",1111,"R",922,"R",1104,"R",379,"R",427,"R",13,"R",17,2,"R",21,"R",3,"R",713,"R",85,"R",410,"R",505,"R",455,"R",590,"R",410,"R",505,"R",19,"R",25,"R",19,"R",27,"R",18,"R",25,"B",.,"B",.,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,134,1,134,1,134,1,"R",40,"R",40,1,1,1,1,1,1,1,1,1,1,"R",1368,1,"R",19,"R",4933,"R",4056,"A",.,2,"R",392,"R",444,"R",836,"R",2037,"R",2026,"R",806,"R",30,1,0,0,1,0,2,"R",4,2 ,1 ,1 ,0
106263,1,1,1,0,0,0,1,2,0,-2,1,1,1,0,1,1,1,0,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",50,"R",78,1,2,1,1,2,1,1,1,1,1,"R",177,3,"A",.,"R",720,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
106281,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",50,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106306,0,1,0,0,0,0,4,-2,-2,54,0,0,1,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,1,0,0,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"R",25,"A",.,1,1,2,1,1,2,-2,-2,2,1,"R",503,1,"R",19,"R",3982,"R",3968,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106315,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106324,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106342,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,2,2,2,1,1,3,1,"R",335,"R",616,"R",242,"R",363,"R",77,"R",81,"R",0,"R",0,1,"R",18,"R",11,"R",152,"R",96,"R",490,"R",650,"R",510,"R",610,"B",.,"B",.,"R",23,"R",29,"R",23,"R",31,"R",22,"R",27,"B",.,"B",.,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,319,1,319,2,-2,1,"R",25,"A",.,1,1,2,1,2,2,-2,-2,2,1,"R",467,1,"R",20,"A",.,"A",.,"R",7560,2,"R",77,"R",81,"R",158,"R",971,"R",605,"R",158,"R",0,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106351,1,1,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",100,"A",.,1,1,-2,1,1,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106360,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106397,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,2,1,2,1,1,2,3,1,1,3,2,"R",7616,"R",9133,"R",4862,"R",5768,"R",2181,"R",2369,"R",11,"R",13,2,"R",1316,"R",29,"R",4188,"R",92,"R",500,"R",610,"R",520,"R",630,"B",.,"B",.,"R",23,"R",28,"R",22,"R",29,"R",23,"R",28,"B",.,"B",.,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130,1,"R",40,"R",40,1,1,1,1,1,1,1,1,1,1,"R",5319,2,"A",.,"R",5494,"R",3178,"A",.,2,"R",2192,"R",2382,"R",4574,"R",16749,"R",10630,"R",4550,"R",24,1,0,0,1,0,2,"R",5,2 ,1 ,1 ,0
106412,0,1,0,0,0,0,1,2,0,-2,1,1,1,0,1,0,1,0,0,1,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",1862,"R",2681,"R",588,"R",901,"R",260,"R",304,"R",4,"R",7,2,"R",35,"R",6,"R",540,"R",94,"R",345,"R",440,"R",355,"R",470,"R",345,"R",440,"R",14,"R",19,"R",13,"R",20,"R",15,"R",18,"B",.,"B",.,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,133,1,133,1,133,1,133,1,"R",0,"R",37,1,1,1,1,1,1,-2,-2,1,1,"R",1495,1,"R",20,"R",4050,"R",3130,"A",.,2,"R",264,"R",311,"R",575,"R",4543,"R",1489,"R",564,"R",11,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
106449,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,"B",.,"A",.,1,1,2,1,1,2,-2,-2,1,1,"R",248,1,"R",15,"A",.,"A",.,"R",4570,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
106458,1,1,0,1,1,0,1,2,0,-2,0,1,1,1,1,1,1,1,0,1,1,0,2,1,2,1,2,3,3,1,1,3,2,"R",2346,"R",2943,"R",1628,"R",2104,"R",724,"R",909,"R",23,"R",15,2,"R",27,"R",2,"R",1540,"R",98,"R",435,"R",505,"R",460,"R",555,"R",400,"R",480,"R",20,"R",25,"R",21,"R",27,"R",19,"R",25,"B",.,"B",.,1,0,1,0,1,1,0,0,1,1,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,134,1,134,1,134,1,134,1,"R",15,"R",30,1,1,1,1,1,1,1,2,1,1,"R",3036,2,"A",.,"A",.,"A",.,"R",7150,2,"R",747,"R",924,"R",1671,"R",5289,"R",3732,"R",1633,"R",38,1,0,0,1,0,2,"R",4,2 ,1 ,1 ,0
106467,1,1,0,0,1,0,1,2,0,-2,1,1,1,0,1,0,1,1,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,"R",1760,"R",2097,"R",1550,"R",1844,"R",835,"R",859,"R",41,"R",53,2,"R",11,"R",1,"R",1522,"R",85,"R",440,"R",570,"R",450,"R",580,"B",.,"B",.,"R",18,"R",25,"R",18,"R",25,"R",18,"R",25,"B",.,"B",.,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,367,1,367,1,367,1,367,1,"R",0,"R",0,1,1,1,1,1,1,-2,-2,1,1,"R",2668,1,"R",19,"R",3582,"R",2372,"A",.,2,"R",876,"R",912,"R",1788,"R",3857,"R",3394,"R",1694,"R",94,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
106485,1,1,0,1,1,0,1,2,0,-2,1,1,1,1,1,1,1,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,367,1,367,1,367,1,367,1,"B",.,"R",0,1,1,1,1,1,1,-2,-2,1,1,"R",723,1,"R",19,"R",1960,"R",2920,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,1 ,1 ,0
106494,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,-2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,0,0,0,1,0,0,0,0,0,1,-2,-2,-2,-2,0,-2,0,0,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,"R",0,"A",.,1,1,-2,2,2,-2,-2,-2,-2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,1,0,0,1,0,1,"A",.,2 ,0 ,0 ,1
106546,1,1,-2,0,0,0,4,-2,-2,54,0,1,0,1,0,0,0,0,0,0,0,0,2,1,3,1,3,1,1,1,1,3,2,"R",7,"R",73,"R",6,"R",55,"R",3,"R",27,"R",0,"R",0,2,"R",0,"R",0,"R",30,"R",100,"A",.,"A",.,"A",.,"A",.,"A",.,"A",.,"R",19,"R",23,"R",19,"R",25,"R",16,"R",20,"B",.,"B",.,1,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,1,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,2,-2,2,-2,2,-2,2,-2,1,"R",0,"A",.,1,1,-2,1,2,-2,-2,-2,2,2,"A",.,3,"A",.,"A",.,"A",.,"A",.,2,"R",3,"R",27,"R",30,"R",80,"R",61,"R",30,"R",0,1,0,0,1,0,1,"A",.,2 ,1 ,0 ,0
