UNITID,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,XAPPLCN,APPLCN,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSN,ADMSSN,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLT,ENRLT,XENRLM,ENRLM,XENRLW,ENRLW,XENRLFT,ENRLFT,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPT,ENRLPT,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75 
100654,1,2,1,2,3,2,1,1,3,"R",7901,"R",3030,"R",4871,"R",5166,"R",1999,"R",3167,"R",1461,"R",654,"R",807,"R",1451,"R",646,"R",805,"R",10,"R",8,"R",2,"R",136,"R",9,"R",1375,"R",94,"R",383,"R",470,"R",360,"R",480,"R",370,"R",457,"R",16,"R",19,"R",14,"R",20,"R",15,"R",18,"A",,"A",
100663,1,3,1,1,3,3,1,3,3,"R",7672,"R",2686,"R",4986,"R",4636,"R",1710,"R",2926,"R",1621,"R",639,"R",982,"R",1593,"R",625,"R",968,"R",28,"R",14,"R",14,"R",106,"R",7,"R",1497,"R",92,"R",520,"R",630,"R",520,"R",668,"A",,"A",,"R",22,"R",28,"R",22,"R",30,"R",19,"R",26,"A",,"A",
100706,1,2,1,1,3,2,1,1,3,"R",3308,"R",1801,"R",1507,"R",2686,"R",1509,"R",1177,"R",1038,"R",625,"R",413,"R",1027,"R",616,"R",411,"R",11,"R",9,"R",2,"R",183,"R",18,"R",975,"R",94,"R",520,"R",650,"R",550,"R",680,"A",,"A",,"R",24,"R",30,"R",24,"R",32,"R",24,"R",29,"A",,"A",
100724,1,3,2,3,3,3,1,1,3,"R",8356,"R",2914,"R",5442,"R",3876,"R",1246,"R",2630,"R",1021,"R",399,"R",622,"R",1008,"R",394,"R",614,"R",13,"R",5,"R",8,"R",212,"R",21,"R",894,"R",88,"R",370,"R",450,"R",360,"R",460,"A",,"A",,"R",16,"R",19,"R",14,"R",19,"R",15,"R",17,"A",,"A",
100751,1,2,1,1,3,3,1,1,3,"R",36203,"R",13795,"R",22408,"R",19400,"R",7345,"R",12055,"R",7211,"R",3017,"R",4194,"R",7176,"R",3005,"R",4171,"R",35,"R",12,"R",23,"R",1536,"R",21,"R",5599,"R",78,"R",490,"R",600,"R",490,"R",610,"R",480,"R",600,"R",22,"R",31,"R",22,"R",32,"R",21,"R",29,"R",7,"R",8
100830,1,2,1,3,3,3,1,1,3,"R",2494,"R",800,"R",1694,"R",1963,"R",640,"R",1323,"R",620,"R",234,"R",386,"R",568,"R",211,"R",357,"R",52,"R",23,"R",29,"R",21,"R",4,"R",549,"R",94,"R",450,"R",520,"R",470,"R",540,"A",,"A",,"R",19,"R",23,"R",19,"R",25,"R",17,"R",22,"A",,"A",
100858,1,2,1,1,2,3,1,1,3,"R",19414,"R",8386,"R",11028,"R",15077,"R",6522,"R",8555,"R",4902,"R",2304,"R",2598,"R",4855,"R",2279,"R",2576,"R",47,"R",25,"R",22,"R",687,"R",14,"R",4190,"R",85,"R",530,"R",630,"R",540,"R",650,"R",520,"R",620,"R",24,"R",30,"R",25,"R",32,"R",23,"R",28,"R",7,"R",8
100937,1,1,1,3,1,3,1,1,3,"R",3679,"R",1525,"R",2154,"R",1952,"R",873,"R",1079,"R",441,"R",220,"R",221,"R",441,"R",220,"R",221,"A",,"A",,"A",,"R",95,"R",22,"R",405,"R",92,"R",480,"R",590,"R",500,"R",610,"A",,"A",,"R",23,"R",29,"R",23,"R",30,"R",22,"R",28,"A",,"A",
101073,1,2,1,3,2,3,2,1,3,"R",3768,"R",822,"R",2946,"R",1520,"R",311,"R",1190,"R",323,"R",249,"R",74,"R",304,"R",240,"R",64,"R",19,"R",9,"R",10,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101189,1,2,1,3,2,3,1,2,3,"R",1712,"R",748,"R",964,"R",981,"R",459,"R",522,"R",297,"R",176,"R",121,"R",280,"R",169,"R",111,"R",17,"R",7,"R",10,"R",34,"R",11,"R",238,"R",80,"R",430,"R",520,"R",440,"R",510,"R",430,"R",510,"R",18,"R",24,"R",18,"R",24,"R",16,"R",23,"A",,"A",
101365,3,3,1,3,3,3,2,2,1,"R",109,"R",76,"R",33,"R",104,"R",76,"R",28,"R",70,"R",54,"R",16,"R",23,"R",18,"R",5,"R",47,"R",36,"R",11,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
101435,1,2,1,2,2,2,1,2,3,"R",1839,"R",1050,"R",789,"R",1061,"R",582,"R",479,"R",252,"R",148,"R",104,"R",252,"R",148,"R",104,"R",0,"R",0,"R",0,"R",33,"R",13,"R",231,"R",92,"R",440,"R",550,"R",450,"R",568,"A",,"A",,"R",19,"R",23,"R",18,"R",24,"R",16,"R",22,"A",,"A",
101453,3,3,1,3,1,3,1,1,3,"R",10,"R",9,"R",1,"R",7,"R",7,"R",0,"R",7,"R",7,"A",,"R",6,"R",6,"A",,"R",1,"R",1,"A",,"R",2,"R",35,"R",4,"R",57,"R",380,"R",660,"R",400,"R",610,"R",300,"R",560,"R",14,"R",17,"R",11,"R",16,"R",16,"R",17,"R",11,"R",12
101480,1,3,1,3,3,3,1,1,3,"R",3085,"R",1362,"R",1723,"R",2056,"R",920,"R",1136,"R",1049,"R",564,"R",485,"R",1021,"R",546,"R",475,"R",28,"R",18,"R",10,"R",113,"R",10,"R",955,"R",91,"R",450,"R",550,"R",440,"R",550,"A",,"A",,"R",20,"R",26,"R",20,"R",28,"R",18,"R",25,"A",,"A",
101541,1,2,1,2,2,3,1,1,3,"R",329,"Z",0,"R",329,"R",207,"A",,"R",207,"R",65,"A",,"R",65,"R",65,"A",,"R",65,"R",0,"A",,"Z",0,"R",4,"R",6,"R",61,"R",94,"R",480,"R",560,"R",400,"R",660,"A",,"A",,"R",19,"R",25,"R",19,"R",25,"R",17,"R",23,"A",,"A",
101587,2,3,1,2,3,3,1,1,3,"R",1195,"R",562,"R",633,"R",878,"R",398,"R",480,"R",420,"R",209,"R",211,"R",417,"R",207,"R",210,"R",3,"R",2,"R",1,"R",9,"R",2,"R",411,"R",98,"R",430,"R",530,"R",360,"R",560,"R",420,"R",530,"R",18,"R",21,"R",18,"R",22,"R",19,"R",20,"A",,"A",
101648,1,3,1,1,3,3,1,1,3,"R",904,"R",663,"R",241,"R",535,"R",418,"R",117,"R",275,"R",213,"R",62,"R",275,"R",213,"R",62,"A",,"A",,"A",,"R",116,"R",42,"R",214,"R",78,"R",480,"R",580,"R",500,"R",600,"A",,"A",,"R",19,"R",26,"R",18,"R",25,"R",18,"R",26,"A",,"A",
101693,1,2,1,2,3,3,1,1,3,"R",1180,"R",395,"R",785,"R",714,"R",227,"R",487,"R",288,"R",113,"R",175,"R",286,"R",112,"R",174,"R",2,"R",1,"R",1,"R",36,"R",13,"R",260,"R",92,"R",430,"R",540,"R",420,"R",580,"A",,"A",,"R",19,"R",25,"R",19,"R",26,"R",17,"R",24,"A",,"A",
101709,1,2,1,2,3,3,1,1,3,"R",2024,"R",624,"R",1400,"R",1417,"R",417,"R",1000,"R",505,"R",158,"R",347,"R",501,"R",155,"R",346,"R",4,"R",3,"R",1,"R",21,"R",4,"R",478,"R",95,"R",455,"R",595,"R",475,"R",580,"R",470,"R",585,"R",20,"R",26,"R",21,"R",28,"R",18,"R",24,"A",,"A",
101879,1,3,1,2,3,3,1,1,3,"R",3319,"R",1289,"R",2030,"R",1925,"R",774,"R",1151,"R",1173,"R",482,"R",691,"R",1159,"R",476,"R",683,"R",14,"R",6,"R",8,"R",38,"R",3,"R",1133,"R",97,"R",398,"R",560,"R",410,"R",535,"A",,"A",,"R",19,"R",25,"R",20,"R",26,"R",17,"R",24,"A",,"A",
101912,1,3,1,2,2,3,1,2,3,"R",1992,"R",752,"R",1240,"R",946,"R",349,"R",597,"R",338,"R",144,"R",194,"R",338,"R",144,"R",194,"A",,"A",,"A",,"R",170,"R",50,"R",204,"R",60,"R",410,"R",540,"R",380,"R",500,"A",,"A",,"R",17,"R",22,"R",17,"R",23,"R",16,"R",21,"A",,"A",
102049,1,3,1,4,1,4,1,2,2,"R",3196,"R",1073,"R",2123,"R",2982,"R",989,"R",1993,"R",826,"R",289,"R",537,"R",826,"R",289,"R",537,"R",0,"R",0,"R",0,"R",287,"R",35,"R",712,"R",86,"R",500,"R",610,"R",490,"R",610,"R",500,"R",610,"R",23,"R",29,"R",23,"R",31,"R",21,"R",27,"A",,"A",
102094,1,3,1,3,3,3,1,1,3,"R",6625,"R",2979,"R",3646,"R",5178,"R",2152,"R",3026,"R",2105,"R",903,"R",1202,"R",2084,"R",894,"R",1190,"R",21,"R",9,"R",12,"R",155,"R",8,"R",1932,"R",98,"R",430,"R",560,"R",430,"R",540,"R",440,"R",560,"R",20,"R",25,"R",20,"R",26,"R",18,"R",25,"R",6,"R",8
102234,1,2,1,2,1,3,1,1,3,"R",7393,"R",2503,"R",4890,"R",3055,"R",1075,"R",1980,"R",416,"R",166,"R",250,"R",416,"R",166,"R",250,"R",0,"R",0,"R",0,"R",77,"R",19,"R",384,"R",92,"R",495,"R",600,"R",490,"R",605,"A",,"A",,"R",22,"R",27,"R",22,"R",29,"R",20,"R",26,"A",,"A",
102261,1,3,1,2,1,3,1,1,3,"R",18,"R",10,"R",8,"R",18,"R",10,"R",8,"R",11,"R",5,"R",6,"R",8,"R",2,"R",6,"R",3,"R",3,"R",0,"R",2,"R",18,"R",8,"R",73,"R",620,"R",680,"R",440,"R",630,"R",540,"R",580,"R",18,"R",25,"R",19,"R",27,"R",15,"R",26,"A",,"A",
102270,1,2,1,2,3,3,1,1,3,"R",5349,"R",1995,"R",3354,"R",3027,"R",1127,"R",1900,"R",313,"R",178,"R",135,"R",306,"R",176,"R",130,"R",7,"R",2,"R",5,"R",51,"R",16,"R",181,"R",57,"R",350,"R",480,"R",320,"R",450,"A",,"A",,"R",14,"R",21,"R",15,"R",22,"R",14,"R",21,"A",,"A",
102368,1,3,1,2,3,3,1,1,2,"R",5569,"R",2352,"R",3217,"R",5116,"R",2135,"R",2981,"R",2084,"R",868,"R",1216,"R",1571,"R",673,"R",898,"R",513,"R",195,"R",318,"R",85,"R",4,"R",1570,"R",75,"R",433,"R",528,"R",430,"R",550,"A",,"A",,"R",19,"R",26,"R",19,"R",27,"R",17,"R",24,"A",,"A",
102377,1,2,1,2,2,2,1,1,3,"R",7529,"R",2728,"R",4801,"R",3987,"R",1369,"R",2618,"R",595,"R",213,"R",382,"R",594,"R",212,"R",382,"R",1,"R",1,"R",0,"R",262,"R",44,"R",434,"R",73,"R",420,"R",510,"R",410,"R",520,"A",,"A",,"R",18,"R",23,"R",21,"R",23,"R",19,"R",20,"A",,"A",
102553,4,4,1,2,3,3,2,1,4,"R",3775,"R",1690,"R",2085,"R",2665,"R",1204,"R",1461,"R",1869,"R",849,"R",1020,"R",1344,"R",624,"R",720,"R",525,"R",225,"R",300,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102614,1,3,3,3,3,3,1,1,3,"R",1554,"R",738,"R",816,"R",1136,"R",553,"R",583,"R",798,"R",416,"R",382,"R",649,"R",348,"R",301,"R",149,"R",68,"R",81,"R",363,"R",45,"R",426,"R",53,"R",480,"R",610,"R",480,"R",610,"R",450,"R",570,"R",18,"R",26,"R",17,"R",25,"R",17,"R",26,"R",6,"R",8
102632,1,3,1,2,3,2,2,1,3,"R",458,"R",169,"R",289,"R",224,"R",91,"R",133,"R",196,"R",70,"R",126,"R",145,"R",50,"R",95,"R",51,"R",20,"R",31,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
102669,1,2,1,2,2,2,1,1,3,"R",699,"R",268,"R",429,"R",272,"R",103,"R",169,"R",49,"R",21,"R",28,"R",36,"R",15,"R",21,"R",13,"R",6,"R",7,"R",27,"R",64,"R",13,"R",31,"R",415,"R",570,"R",415,"R",545,"R",390,"R",520,"R",17,"R",26,"R",15,"R",26,"R",17,"R",25,"A",,"A",
103893,3,3,1,3,3,3,3,3,1,"R",246,"R",37,"R",209,"R",242,"R",37,"R",205,"R",139,"R",22,"R",117,"R",139,"R",22,"R",117,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103909,3,3,1,3,3,3,3,3,1,"R",144,"R",24,"R",120,"R",142,"R",24,"R",118,"R",78,"R",14,"R",64,"R",78,"R",14,"R",64,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
103927,3,3,1,3,3,3,3,3,1,"R",133,"R",27,"R",106,"R",130,"R",27,"R",103,"R",91,"R",21,"R",70,"R",91,"R",21,"R",70,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104151,2,2,1,2,3,3,1,1,2,"R",25380,"R",13898,"R",11482,"R",21042,"R",11341,"R",9701,"R",8348,"R",4743,"R",3605,"R",8278,"R",4700,"R",3578,"R",70,"R",43,"R",27,"R",4570,"R",55,"R",4775,"R",57,"R",510,"R",630,"R",520,"R",640,"A",,"A",,"R",23,"R",28,"R",21,"R",29,"R",23,"R",28,"A",,"A",
104179,2,2,1,2,3,2,2,1,3,"R",35408,"R",16907,"R",18501,"R",27061,"R",12632,"R",14429,"R",8037,"R",3837,"R",4200,"R",6973,"R",3372,"R",3601,"R",1064,"R",465,"R",599,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104586,2,2,1,1,1,3,2,1,3,"R",1908,"R",1491,"R",417,"R",1510,"R",1173,"R",337,"R",583,"R",441,"R",142,"R",579,"R",437,"R",142,"R",4,"R",4,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
104717,1,3,1,3,3,3,2,1,3,"R",34475,"R",8038,"R",15740,"R",14893,"R",4999,"R",9082,"R",3459,"R",1272,"R",2166,"R",2685,"R",1053,"R",1619,"R",774,"R",219,"R",547,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105163,3,3,1,3,3,3,3,1,3,"R",137,"R",109,"R",28,"R",127,"R",101,"R",26,"R",56,"R",44,"R",12,"R",39,"R",31,"R",8,"R",17,"R",13,"R",4,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105172,3,3,1,3,3,3,3,1,3,"R",152,"R",126,"R",26,"R",145,"R",120,"R",25,"R",58,"R",50,"R",8,"R",57,"R",49,"R",8,"R",1,"R",1,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105330,1,3,1,3,3,3,2,1,3,"R",28937,"R",11360,"R",17577,"R",22299,"R",8320,"R",13979,"R",4966,"R",1873,"R",3093,"R",4472,"R",1608,"R",2864,"R",494,"R",265,"R",229,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
105589,1,3,1,2,1,3,1,1,3,"R",328,"R",110,"R",218,"R",231,"R",77,"R",154,"R",35,"R",15,"R",20,"R",35,"R",15,"R",20,"A",,"A",,"A",,"R",19,"R",54,"R",10,"R",29,"R",440,"R",580,"R",460,"R",570,"R",430,"R",580,"R",19,"R",27,"R",17,"R",26,"R",20,"R",29,"A",,"A",
105899,1,3,1,3,1,3,1,1,3,"R",486,"R",289,"R",197,"R",249,"R",163,"R",86,"R",121,"R",86,"R",35,"R",121,"R",86,"R",35,"R",0,"R",0,"R",0,"R",50,"R",41,"R",71,"R",59,"R",430,"R",560,"R",473,"R",550,"A",,"A",,"R",19,"R",23,"R",17,"R",22,"R",17,"R",24,"A",,"A",
106245,1,3,1,2,3,3,1,1,3,"R",1938,"R",803,"R",1135,"R",1741,"R",721,"R",1020,"R",859,"R",376,"R",483,"R",815,"R",352,"R",463,"R",44,"R",24,"R",20,"R",24,"R",3,"R",709,"R",83,"R",420,"R",560,"R",450,"R",550,"R",440,"R",510,"R",18,"R",24,"R",19,"R",25,"R",17,"R",24,"A",,"A",
106342,1,2,1,2,2,2,1,1,3,"R",1607,"R",844,"R",763,"R",950,"R",515,"R",435,"R",211,"R",121,"R",90,"R",211,"R",121,"R",90,"A",,"A",,"A",,"R",27,"R",13,"R",200,"R",95,"R",500,"R",600,"R",490,"R",580,"R",460,"R",560,"R",22,"R",27,"R",21,"R",28,"R",21,"R",26,"A",,"A",
106397,1,2,1,1,2,3,1,1,3,"R",20542,"R",8600,"R",11942,"R",12337,"R",5231,"R",7106,"R",4915,"R",2235,"R",2680,"R",4871,"R",2222,"R",2649,"R",44,"R",13,"R",31,"R",1243,"R",25,"R",4487,"R",91,"R",500,"R",600,"R",510,"R",620,"A",,"A",,"R",23,"R",28,"R",23,"R",29,"R",22,"R",27,"A",,"A",
106412,1,2,1,2,3,3,1,1,3,"R",4452,"R",1890,"R",2562,"R",2055,"R",820,"R",1235,"R",684,"R",302,"R",382,"R",671,"R",296,"R",375,"R",13,"R",6,"R",7,"R",48,"R",7,"R",636,"R",93,"R",380,"R",500,"R",400,"R",500,"R",350,"R",485,"R",16,"R",20,"R",14,"R",21,"R",16,"R",20,"A",,"A",
106458,1,2,1,2,3,3,1,1,3,"R",5346,"R",2367,"R",2979,"R",3755,"R",1645,"R",2110,"R",1577,"R",727,"R",850,"R",1542,"R",709,"R",833,"R",35,"R",18,"R",17,"R",25,"R",2,"R",1465,"R",93,"R",400,"R",540,"R",470,"R",540,"R",420,"R",480,"R",21,"R",26,"R",21,"R",28,"R",20,"R",26,"A",,"A",
106467,1,2,1,2,3,3,2,1,3,"R",4619,"R",2142,"R",2477,"R",4116,"R",1894,"R",2222,"R",2013,"R",985,"R",1028,"R",1938,"R",954,"R",984,"R",75,"R",31,"R",44,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
106546,1,3,1,3,1,1,1,1,3,"R",34,"R",3,"R",31,"R",11,"R",1,"R",10,"R",5,"R",1,"R",4,"R",5,"R",1,"R",4,"A",,"A",,"A",,"R",0,"R",0,"R",5,"R",100,"A",,"A",,"A",,"A",,"A",,"A",,"R",21,"R",24,"R",20,"R",23,"R",22,"R",23,"A",,"A",
106704,1,2,1,3,3,3,1,1,1,"R",5063,"R",1924,"R",3139,"R",4667,"R",1715,"R",2952,"R",2044,"R",774,"R",1270,"R",1986,"R",754,"R",1232,"R",58,"R",20,"R",38,"R",46,"R",2,"R",1953,"R",96,"R",440,"R",540,"R",450,"R",570,"R",440,"R",550,"R",20,"R",26,"R",20,"R",27,"R",19,"R",25,"A",,"A",
106713,1,1,1,2,3,3,1,1,3,"R",358,"R",174,"R",184,"R",170,"R",82,"R",88,"R",110,"R",55,"R",55,"R",108,"R",53,"R",55,"R",2,"R",2,"R",0,"R",4,"R",4,"R",103,"R",94,"R",488,"R",508,"R",407,"R",445,"R",405,"R",450,"R",18,"R",23,"R",17,"R",25,"R",18,"R",24,"A",,"A",
107044,2,2,1,2,1,3,1,1,4,"R",1503,"R",663,"R",840,"R",1491,"R",659,"R",832,"R",992,"R",459,"R",533,"R",984,"R",454,"R",530,"R",8,"R",5,"R",3,"R",288,"R",29,"R",872,"R",88,"R",490,"R",620,"R",480,"R",620,"A",,"A",,"R",22,"R",28,"R",22,"R",28,"R",22,"R",28,"A",,"A",
107071,1,1,1,3,3,4,1,1,4,"R",3786,"R",1572,"R",2214,"R",2398,"R",998,"R",1400,"R",770,"R",351,"R",419,"R",758,"R",346,"R",412,"R",12,"R",5,"R",7,"R",28,"R",4,"R",737,"R",96,"R",430,"R",493,"R",448,"R",525,"A",,"A",,"R",18,"R",24,"R",18,"R",25,"R",17,"R",24,"A",,"A",
107080,1,2,1,1,1,3,1,1,4,"R",1714,"R",817,"R",897,"R",1412,"R",666,"R",746,"R",395,"R",195,"R",200,"R",395,"R",195,"R",200,"A",,"A",,"A",,"R",129,"R",33,"R",356,"R",90,"R",540,"R",680,"R",580,"R",660,"A",,"A",,"R",25,"R",32,"R",25,"R",34,"R",29,"R",33,"A",,"A",
107141,1,2,1,2,1,3,1,1,3,"R",1166,"R",446,"R",720,"R",860,"R",352,"R",508,"R",358,"R",149,"R",209,"R",358,"R",149,"R",209,"A",,"A",,"A",,"R",93,"R",26,"R",310,"R",86,"R",520,"R",660,"R",510,"R",625,"R",480,"R",650,"R",24,"R",30,"R",24,"R",32,"R",22,"R",28,"R",6,"R",8
107512,1,2,1,2,3,2,1,1,3,"R",1753,"R",807,"R",946,"R",1200,"R",552,"R",648,"R",412,"R",206,"R",206,"R",412,"R",206,"R",206,"A",,"A",,"A",,"R",69,"R",17,"R",376,"R",91,"R",470,"R",610,"R",470,"R",630,"A",,"A",,"R",21,"R",28,"R",21,"R",30,"R",20,"R",27,"A",,"A",
107558,1,2,1,2,2,3,1,1,4,"R",744,"R",311,"R",433,"R",720,"R",299,"R",421,"R",211,"R",102,"R",109,"R",210,"R",101,"R",109,"R",1,"R",1,"R",0,"R",36,"R",17,"R",182,"R",86,"R",420,"R",540,"R",430,"R",520,"R",400,"R",520,"R",20,"R",25,"R",20,"R",26,"R",18,"R",25,"A",,"A",
107585,3,3,1,3,3,3,1,1,1,"R",1202,"R",539,"R",663,"R",799,"R",361,"R",438,"R",558,"R",276,"R",282,"R",482,"R",239,"R",243,"R",76,"R",37,"R",39,"R",2,"R",1,"R",395,"R",70,"R",440,"R",480,"R",400,"R",450,"R",390,"R",391,"R",17,"R",22,"R",15,"R",22,"R",17,"R",22,"A",,"A",
107877,1,1,1,2,3,3,1,1,3,"R",582,"R",285,"R",297,"R",371,"R",163,"R",208,"R",128,"R",71,"R",57,"R",128,"R",71,"R",57,"Z",0,"Z",0,"Z",0,"R",5,"R",4,"R",123,"R",96,"B",,"B",,"B",,"B",,"B",,"B",,"R",19,"R",24,"R",17,"R",23,"R",17,"R",24,"A",,"A",
107983,2,2,1,2,3,3,1,1,4,"R",2875,"R",1189,"R",1686,"R",1940,"R",794,"R",1146,"R",797,"R",351,"R",446,"R",786,"R",348,"R",438,"R",11,"R",3,"R",8,"R",32,"R",4,"R",754,"R",96,"R",390,"R",540,"R",420,"R",540,"A",,"A",,"R",18,"R",24,"R",18,"R",25,"R",17,"R",24,"A",,"A",
108092,1,2,1,2,3,3,2,1,3,"R",3571,"R",1509,"R",2062,"R",1993,"R",868,"R",1125,"R",1084,"R",503,"R",581,"R",941,"R",427,"R",514,"R",143,"R",76,"R",67,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
108250,3,3,1,3,3,3,3,1,3,"R",161,"R",136,"R",25,"R",150,"R",126,"R",24,"R",50,"R",47,"R",3,"R",45,"R",42,"R",3,"R",5,"R",5,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
108852,2,3,1,3,1,1,3,3,3,"R",1895,"R",642,"R",1253,"R",295,"R",110,"R",185,"R",144,"R",56,"R",88,"R",144,"R",56,"R",88,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109086,3,3,3,3,1,1,3,3,3,"R",1,"R",1,"R",0,"R",1,"R",1,"A",,"R",1,"R",1,"A",,"R",1,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109651,2,3,1,2,3,1,2,1,3,"R",610,"R",226,"R",384,"R",485,"R",156,"R",329,"R",180,"R",69,"R",111,"R",180,"R",69,"R",111,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
109785,1,2,1,2,1,3,1,2,3,"R",6084,"R",1998,"R",4086,"R",4922,"R",1596,"R",3326,"R",1202,"R",391,"R",811,"R",1198,"R",390,"R",808,"R",4,"R",1,"R",3,"R",915,"R",76,"R",551,"R",46,"R",480,"R",590,"R",470,"R",590,"A",,"A",,"R",21,"R",27,"R",21,"R",28,"R",20,"R",27,"A",,"A",
110097,1,3,1,2,3,3,1,1,4,"R",3874,"R",1230,"R",2644,"R",2706,"R",778,"R",1928,"R",829,"R",264,"R",565,"R",827,"R",263,"R",564,"R",2,"R",1,"R",1,"R",687,"R",83,"R",311,"R",38,"R",490,"R",620,"R",490,"R",620,"R",490,"R",610,"R",21,"R",28,"R",22,"R",29,"R",20,"R",27,"A",,"A",
110185,1,3,3,3,3,3,3,1,3,"R",367,"R",195,"R",172,"R",358,"R",78,"R",68,"R",37,"R",18,"R",19,"R",34,"R",16,"R",18,"R",3,"R",2,"R",1,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110361,1,2,1,2,1,3,1,2,3,"R",4180,"R",1508,"R",2672,"R",2734,"R",1000,"R",1734,"R",1107,"R",446,"R",661,"R",1076,"R",435,"R",641,"R",31,"R",11,"R",20,"R",887,"R",80,"R",446,"R",40,"R",420,"R",540,"R",410,"R",540,"R",410,"R",530,"R",17,"R",24,"R",17,"R",24,"R",16,"R",24,"A",,"A",
110370,1,3,1,2,1,1,3,1,3,"R",1990,"R",606,"R",1384,"R",1364,"R",381,"R",983,"R",241,"R",88,"R",153,"R",241,"R",88,"R",153,"R",0,"R",0,"R",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",
110404,2,2,1,1,1,3,1,1,3,"R",6506,"R",4781,"R",1725,"R",573,"R",291,"R",282,"R",241,"R",129,"R",112,"R",241,"R",129,"R",112,"A",,"A",,"A",,"R",184,"R",76,"R",121,"R",50,"R",730,"R",800,"R",770,"R",800,"R",730,"R",800,"R",34,"R",35,"R",34,"R",35,"R",34,"R",36,"R",8,"R",10
